groupID,nucleus_size,g_len,r_len,list_size,depth_approx,time_depth_approx,outcome,calls_recoveringl1,calls_test_conj,time_attack

G_3_3_03_1,41,10,10,5,10,18684,1,32,96,20580
G_3_3_03_1,41,10,10,5,10,18684,1,13,7,1600
G_3_3_03_1,41,10,10,5,10,18684,1,13,23,721
G_3_3_07_1,5,10,10,5,5,840,1,35,205,517
G_3_3_07_1,5,10,10,5,5,840,1,7,27,157
G_3_3_07_1,5,10,10,5,5,840,1,28,389,396
G_3_3_07_1,5,10,10,5,5,840,0,40,933,891
G_3_3_07_1,5,10,10,5,5,840,1,11,72,163
G_3_3_07_1,5,10,10,5,5,840,1,32,117,555
G_3_3_07_1,5,10,10,5,5,840,1,6,1,119
G_3_3_07_1,5,10,10,5,5,840,1,8,33,265
G_3_3_07_1,5,10,10,5,5,840,1,19,130,286
G_3_3_07_1,5,10,10,5,5,840,1,19,154,196
G_3_3_07_1,5,10,10,10,5,840,1,6,5,155
G_3_3_07_1,5,10,10,10,5,840,1,6,2,132
G_3_3_07_1,5,10,10,10,5,840,1,6,5,121
G_3_3_07_1,5,10,10,10,5,840,1,6,13,156
G_3_3_07_1,5,10,10,10,5,840,1,6,0,156
G_3_3_07_1,5,10,10,10,5,840,1,6,11,144
G_3_3_07_1,5,10,10,10,5,840,1,6,2,129
G_3_3_07_1,5,10,10,10,5,840,1,6,0,119
G_3_3_07_1,5,10,10,10,5,840,1,6,0,148
G_3_3_07_1,5,10,10,10,5,840,1,6,8,152
G_3_3_07_1,5,10,10,50,5,840,1,6,0,231
G_3_3_07_1,5,10,10,50,5,840,1,6,0,229
G_3_3_07_1,5,10,10,50,5,840,1,6,0,240
G_3_3_07_1,5,10,10,50,5,840,1,6,3,240
G_3_3_07_1,5,10,10,50,5,840,1,6,0,218
G_3_3_07_1,5,10,10,50,5,840,1,6,12,232
G_3_3_07_1,5,10,10,50,5,840,1,6,0,213
G_3_3_07_1,5,10,10,50,5,840,1,6,0,233
G_3_3_07_1,5,10,10,50,5,840,1,6,5,245
G_3_3_07_1,5,10,10,50,5,840,1,6,0,220
G_3_3_07_1,5,100,10,5,5,840,1,6,0,159
G_3_3_07_1,5,100,10,5,5,840,1,6,0,152
G_3_3_07_1,5,100,10,5,5,840,1,6,0,147
G_3_3_07_1,5,100,10,5,5,840,1,6,0,165
G_3_3_07_1,5,100,10,5,5,840,1,6,0,151
G_3_3_07_1,5,100,10,5,5,840,1,6,0,177
G_3_3_07_1,5,100,10,5,5,840,1,6,0,155
G_3_3_07_1,5,100,10,5,5,840,1,6,0,141
G_3_3_07_1,5,100,10,5,5,840,1,6,0,157
G_3_3_07_1,5,100,10,5,5,840,1,6,0,160
G_3_3_07_1,5,100,10,10,5,840,1,6,0,162
G_3_3_07_1,5,100,10,10,5,840,1,6,0,178
G_3_3_07_1,5,100,10,10,5,840,1,6,0,163
G_3_3_07_1,5,100,10,10,5,840,1,6,0,174
G_3_3_07_1,5,100,10,10,5,840,1,6,0,166
G_3_3_07_2,3,10,10,5,4,822,0,2,61,107
G_3_3_07_2,3,10,10,5,4,822,0,4,103,143
G_3_3_07_1,5,100,10,10,5,840,1,6,0,189
G_3_3_07_2,3,10,10,5,4,822,0,5,147,247
G_3_3_07_1,5,100,10,10,5,840,1,6,0,174
G_3_3_07_2,3,10,10,5,4,822,0,4,100,162
G_3_3_07_1,5,100,10,10,5,840,1,6,0,172
G_3_3_07_2,3,10,10,5,4,822,0,5,37,110
G_3_3_07_1,5,100,10,10,5,840,1,6,0,170
G_3_3_07_2,3,10,10,5,4,822,0,4,89,139
G_3_3_07_2,3,10,10,5,4,822,0,5,86,127
G_3_3_07_1,5,100,10,10,5,840,1,6,0,169
G_3_3_07_2,3,10,10,5,4,822,0,4,120,144
G_3_3_07_2,3,10,10,5,4,822,0,4,65,147
G_3_3_07_1,5,100,10,50,5,840,1,6,0,271
G_3_3_07_2,3,10,10,5,4,822,0,4,97,154
G_3_3_07_2,3,10,10,10,4,822,0,4,11,116
G_3_3_07_1,5,100,10,50,5,840,1,6,0,275
G_3_3_07_2,3,10,10,10,4,822,0,4,67,159
G_3_3_07_2,3,10,10,10,4,822,0,4,69,144
G_3_3_07_1,5,100,10,50,5,840,1,6,0,282
G_3_3_07_2,3,10,10,10,4,822,0,4,79,146
G_3_3_07_2,3,10,10,10,4,822,0,4,49,169
G_3_3_07_1,5,100,10,50,5,840,1,6,0,279
G_3_3_07_2,3,10,10,10,4,822,0,4,12,131
G_3_3_07_2,3,10,10,10,4,822,0,4,96,153
G_3_3_07_1,5,100,10,50,5,840,1,6,0,259
G_3_3_07_2,3,10,10,10,4,822,0,4,110,184
G_3_3_07_2,3,10,10,10,4,822,0,4,126,201
G_3_3_07_1,5,100,10,50,5,840,1,6,0,285
G_3_3_07_2,3,10,10,10,4,822,0,4,128,205
G_3_3_07_1,5,100,10,50,5,840,1,6,0,266
G_3_3_07_2,3,10,10,50,4,822,0,4,10,258
G_3_3_07_1,5,100,10,50,5,840,1,6,0,272
G_3_3_07_2,3,10,10,50,4,822,0,4,10,268
G_3_3_07_1,5,100,10,50,5,840,1,6,0,269
G_3_3_07_2,3,10,10,50,4,822,0,4,26,270
G_3_3_07_1,5,100,10,50,5,840,1,6,0,257
G_3_3_07_2,3,10,10,50,4,822,0,4,45,267
G_3_3_07_2,3,10,10,50,4,822,0,4,86,300
G_3_3_07_2,3,10,10,50,4,822,0,4,33,290
G_3_3_07_1,5,1000,10,5,5,840,1,6,0,640
G_3_3_07_2,3,10,10,50,4,822,0,4,58,285
G_3_3_07_2,3,10,10,50,4,822,0,4,30,275
G_3_3_07_1,5,1000,10,5,5,840,1,6,0,777
G_3_3_07_2,3,10,10,50,4,822,0,4,104,293
G_3_3_07_2,3,10,10,50,4,822,0,4,60,305
G_3_3_07_2,3,100,10,5,4,822,0,4,17,158
G_3_3_07_1,5,1000,10,5,5,840,1,6,0,678
G_3_3_07_2,3,100,10,5,4,822,0,4,166,266
G_3_3_07_2,3,100,10,5,4,822,0,4,39,177
G_3_3_07_2,3,100,10,5,4,822,0,4,74,211
G_3_3_07_1,5,1000,10,5,5,840,1,6,0,709
G_3_3_07_2,3,100,10,5,4,822,0,4,75,214
G_3_3_07_2,3,100,10,5,4,822,0,4,20,165
G_3_3_07_2,3,100,10,5,4,822,0,4,51,193
G_3_3_07_2,3,100,10,5,4,822,0,4,11,163
G_3_3_07_1,5,1000,10,5,5,840,1,6,0,717
G_3_3_07_2,3,100,10,5,4,822,0,4,33,173
G_3_3_07_2,3,100,10,5,4,822,0,4,37,170
G_3_3_07_2,3,100,10,10,4,822,0,4,16,174
G_3_3_07_2,3,100,10,10,4,822,0,4,10,164
G_3_3_07_2,3,100,10,10,4,822,0,4,29,184
G_3_3_07_1,5,1000,10,5,5,840,1,6,0,812
G_3_3_07_2,3,100,10,10,4,822,0,4,25,199
G_3_3_07_2,3,100,10,10,4,822,0,4,26,173
G_3_3_07_2,3,100,10,10,4,822,0,4,41,209
G_3_3_07_1,5,1000,10,5,5,840,1,6,0,662
G_3_3_07_2,3,100,10,10,4,822,0,4,78,212
G_3_3_07_2,3,100,10,10,4,822,0,4,7,153
G_3_3_07_2,3,100,10,10,4,822,0,4,20,188
G_3_3_07_2,3,100,10,10,4,822,0,4,39,189
G_3_3_07_1,5,1000,10,5,5,840,1,6,0,812
G_3_3_07_2,3,100,10,50,4,822,0,4,27,323
G_3_3_07_2,3,100,10,50,4,822,0,4,26,307
G_3_3_07_1,5,1000,10,5,5,840,1,6,0,696
G_3_3_07_2,3,100,10,50,4,822,0,4,50,354
G_3_3_07_2,3,100,10,50,4,822,0,4,45,344
G_3_3_07_1,5,1000,10,5,5,840,1,6,0,727
G_3_3_07_2,3,100,10,50,4,822,0,4,10,317
G_3_3_07_2,3,100,10,50,4,822,0,4,18,295
G_3_3_07_1,5,1000,10,10,5,840,1,6,0,690
G_3_3_07_2,3,100,10,50,4,822,0,4,16,311
G_3_3_07_2,3,100,10,50,4,822,0,4,9,308
G_3_3_07_1,5,1000,10,10,5,840,1,6,0,714
G_3_3_07_2,3,100,10,50,4,822,0,4,11,321
G_3_3_07_2,3,100,10,50,4,822,0,4,19,327
G_3_3_07_1,5,1000,10,10,5,840,1,6,0,741
G_3_3_07_2,3,1000,10,5,4,822,0,4,26,435
G_3_3_07_2,3,1000,10,5,4,822,0,4,39,407
G_3_3_07_1,5,1000,10,10,5,840,1,6,0,797
G_3_3_07_2,3,1000,10,5,4,822,0,4,114,636
G_3_3_07_1,5,1000,10,10,5,840,1,6,0,760
G_3_3_07_2,3,1000,10,5,4,822,0,4,67,506
G_3_3_07_3,8,10,10,5,6,909,1,9,1,151
G_3_3_07_3,8,10,10,5,6,909,1,9,4,138
G_3_3_07_2,3,1000,10,5,4,822,0,4,17,434
G_3_3_07_1,5,1000,10,10,5,840,1,6,0,840
G_3_3_07_3,8,10,10,5,6,909,1,9,0,173
G_3_3_07_3,8,10,10,5,6,909,1,9,0,183
G_3_3_07_3,8,10,10,5,6,909,1,9,0,186
G_3_3_07_2,3,1000,10,5,4,822,0,4,55,551
G_3_3_07_3,8,10,10,5,6,909,1,9,58,196
G_3_3_07_1,5,1000,10,10,5,840,1,6,0,723
G_3_3_07_3,8,10,10,5,6,909,1,9,0,161
G_3_3_07_2,3,1000,10,5,4,822,0,4,18,397
G_3_3_07_3,8,10,10,5,6,909,1,9,66,195
G_3_3_07_3,8,10,10,5,6,909,1,17,13,210
G_3_3_07_3,8,10,10,5,6,909,1,9,36,221
G_3_3_07_2,3,1000,10,5,4,822,0,4,53,511
G_3_3_07_1,5,1000,10,10,5,840,1,6,0,697
G_3_3_07_3,8,10,10,10,6,909,1,9,0,153
G_3_3_07_3,8,10,10,10,6,909,1,9,0,177
G_3_3_07_2,3,1000,10,5,4,822,0,4,27,373
G_3_3_07_3,8,10,10,10,6,909,1,9,0,143
G_3_3_07_3,8,10,10,10,6,909,1,9,0,191
G_3_3_07_3,8,10,10,10,6,909,1,9,1,141
G_3_3_07_1,5,1000,10,10,5,840,1,6,0,804
G_3_3_07_2,3,1000,10,5,4,822,0,4,35,492
G_3_3_07_3,8,10,10,10,6,909,1,9,0,139
G_3_3_07_3,8,10,10,10,6,909,1,9,0,168
G_3_3_07_3,8,10,10,10,6,909,1,9,0,146
G_3_3_07_2,3,1000,10,10,4,822,0,4,21,461
G_3_3_07_3,8,10,10,10,6,909,1,9,0,144
G_3_3_07_3,8,10,10,10,6,909,1,9,0,152
G_3_3_07_1,5,1000,10,10,5,840,1,6,0,771
G_3_3_07_3,8,10,10,50,6,909,1,9,0,240
G_3_3_07_2,3,1000,10,10,4,822,0,4,49,554
G_3_3_07_3,8,10,10,50,6,909,1,9,0,242
G_3_3_07_3,8,10,10,50,6,909,1,9,0,221
G_3_3_07_2,3,1000,10,10,4,822,0,4,19,410
G_3_3_07_3,8,10,10,50,6,909,1,9,0,270
G_3_3_07_1,5,1000,10,50,5,840,1,6,0,891
G_3_3_07_3,8,10,10,50,6,909,1,9,0,252
G_3_3_07_2,3,1000,10,10,4,822,0,4,9,360
G_3_3_07_3,8,10,10,50,6,909,1,9,0,254
G_3_3_07_2,3,1000,10,10,4,822,0,4,25,443
G_3_3_07_3,8,10,10,50,6,909,1,9,0,236
G_3_3_07_3,8,10,10,50,6,909,1,9,0,231
G_3_3_07_2,3,1000,10,10,4,822,0,4,13,388
G_3_3_07_3,8,10,10,50,6,909,1,9,0,275
G_3_3_07_1,5,1000,10,50,5,840,1,6,0,951
G_3_3_07_3,8,10,10,50,6,909,1,9,0,266
G_3_3_07_3,8,100,10,5,6,909,1,9,0,199
G_3_3_07_2,3,1000,10,10,4,822,0,4,56,689
G_3_3_07_3,8,100,10,5,6,909,1,9,0,201
G_3_3_07_3,8,100,10,5,6,909,1,9,0,198
G_3_3_07_2,3,1000,10,10,4,822,0,4,10,358
G_3_3_07_3,8,100,10,5,6,909,1,9,1,205
G_3_3_07_3,8,100,10,5,6,909,1,9,0,186
G_3_3_07_1,5,1000,10,50,5,840,1,6,0,905
G_3_3_07_3,8,100,10,5,6,909,1,9,0,213
G_3_3_07_2,3,1000,10,10,4,822,0,4,65,630
G_3_3_07_3,8,100,10,5,6,909,1,9,0,225
G_3_3_07_3,8,100,10,5,6,909,1,9,0,175
G_3_3_03_1,41,10,10,5,10,18684,1,29,70,60076
G_3_3_07_3,8,100,10,5,6,909,1,9,0,238
G_3_3_07_2,3,1000,10,10,4,822,0,4,34,453
G_3_3_07_3,8,100,10,5,6,909,1,9,0,222
G_3_3_07_1,5,1000,10,50,5,840,1,6,0,938
G_3_3_07_3,8,100,10,10,6,909,1,9,0,192
G_3_3_07_3,8,100,10,10,6,909,1,9,0,188
G_3_3_09_1,3,10,10,5,2,425,0,4,51,139
G_3_3_07_3,8,100,10,10,6,909,1,9,0,191
G_3_3_09_1,3,10,10,5,2,425,0,4,73,111
G_3_3_07_2,3,1000,10,50,4,822,0,4,15,690
G_3_3_09_1,3,10,10,5,2,425,0,4,54,112
G_3_3_07_3,8,100,10,10,6,909,1,9,0,194
G_3_3_09_1,3,10,10,5,2,425,0,4,46,115
G_3_3_07_3,8,100,10,10,6,909,1,9,0,198
G_3_3_09_1,3,10,10,5,2,425,0,4,86,130
G_3_3_09_1,3,10,10,5,2,425,0,4,90,123
G_3_3_07_3,8,100,10,10,6,909,1,9,0,239
G_3_3_09_1,3,10,10,5,2,425,0,4,66,103
G_3_3_07_1,5,1000,10,50,5,840,1,6,0,957
G_3_3_09_1,3,10,10,5,2,425,0,4,91,128
G_3_3_07_3,8,100,10,10,6,909,1,9,0,195
G_3_3_09_1,3,10,10,5,2,425,0,4,66,118
G_3_3_09_1,3,10,10,5,2,425,0,4,97,122
G_3_3_07_3,8,100,10,10,6,909,1,9,0,179
G_3_3_07_2,3,1000,10,50,4,822,0,4,29,699
G_3_3_09_1,3,10,10,10,2,425,0,4,131,161
G_3_3_07_3,8,100,10,10,6,909,1,9,0,202
G_3_3_09_1,3,10,10,10,2,425,0,4,103,153
G_3_3_09_1,3,10,10,10,2,425,0,4,110,146
G_3_3_07_3,8,100,10,10,6,909,1,9,0,210
G_3_3_09_1,3,10,10,10,2,425,0,4,93,144
G_3_3_09_1,3,10,10,10,2,425,0,4,141,157
G_3_3_07_3,8,100,10,50,6,909,1,9,0,315
G_3_3_07_1,5,1000,10,50,5,840,1,6,0,928
G_3_3_09_1,3,10,10,10,2,425,0,4,99,146
G_3_3_07_2,3,1000,10,50,4,822,0,4,13,651
G_3_3_09_1,3,10,10,10,2,425,0,4,139,162
G_3_3_07_3,8,100,10,50,6,909,1,9,0,302
G_3_3_09_1,3,10,10,10,2,425,0,4,139,166
G_3_3_09_1,3,10,10,10,2,425,0,4,130,166
G_3_3_07_3,8,100,10,50,6,909,1,9,0,352
G_3_3_09_1,3,10,10,10,2,425,0,4,122,161
G_3_3_09_1,3,10,10,50,2,425,0,4,255,309
G_3_3_07_3,8,100,10,50,6,909,1,9,0,303
G_3_3_07_2,3,1000,10,50,4,822,0,4,16,665
G_3_3_07_1,5,1000,10,50,5,840,1,6,0,909
G_3_3_09_1,3,10,10,50,2,425,0,4,243,308
G_3_3_07_3,8,100,10,50,6,909,1,9,0,296
G_3_3_09_1,3,10,10,50,2,425,0,4,239,300
G_3_3_07_3,8,100,10,50,6,909,1,9,0,289
G_3_3_09_1,3,10,10,50,2,425,0,4,260,320
G_3_3_07_3,8,100,10,50,6,909,1,9,0,292
G_3_3_07_2,3,1000,10,50,4,822,0,4,11,655
G_3_3_09_1,3,10,10,50,2,425,0,4,252,309
G_3_3_07_3,8,100,10,50,6,909,1,9,0,324
G_3_3_07_1,5,1000,10,50,5,840,1,6,0,1053
G_3_3_09_1,3,10,10,50,2,425,0,4,258,308
G_3_3_07_3,8,100,10,50,6,909,1,9,0,305
G_3_3_09_1,3,10,10,50,2,425,0,4,249,314
G_3_3_07_3,8,100,10,50,6,909,1,9,0,330
G_3_3_07_2,3,1000,10,50,4,822,0,4,23,704
G_3_3_09_1,3,10,10,50,2,425,0,4,229,305
G_3_3_09_1,3,10,10,50,2,425,0,4,256,305
G_3_3_07_1,5,1000,10,50,5,840,1,6,0,864
G_3_3_09_1,3,10,10,50,2,425,0,4,239,298
G_3_3_09_1,3,100,10,5,2,425,0,4,162,202
G_3_3_07_3,8,1000,10,5,6,909,1,9,0,892
G_3_3_09_1,3,100,10,5,2,425,0,4,150,206
G_3_3_07_2,3,1000,10,50,4,822,0,4,56,886
G_3_3_09_1,3,100,10,5,2,425,0,4,159,205
G_3_3_09_1,3,100,10,5,2,425,0,4,159,222
G_3_3_07_3,8,1000,10,5,6,909,1,9,2,737
G_3_3_09_1,3,100,10,5,2,425,0,4,159,222
G_3_3_07_1,5,1000,10,50,5,840,1,6,0,917
G_3_3_09_1,3,100,10,5,2,425,0,4,153,213
G_3_3_07_1,5,10,100,5,7,25099,1,8,0,179
G_3_3_09_1,3,100,10,5,2,425,0,4,153,190
G_3_3_07_1,5,10,100,5,7,25099,1,8,0,196
G_3_3_07_2,3,1000,10,50,4,822,0,4,38,808
G_3_3_09_1,3,100,10,5,2,425,0,4,156,217
G_3_3_07_1,5,10,100,5,7,25099,1,8,0,178
G_3_3_07_3,8,1000,10,5,6,909,1,9,0,792
G_3_3_09_1,3,100,10,5,2,425,0,4,162,231
G_3_3_07_1,5,10,100,5,7,25099,1,8,0,174
G_3_3_09_1,3,100,10,5,2,425,0,4,162,211
G_3_3_07_1,5,10,100,5,7,25099,1,8,0,167
G_3_3_07_1,5,10,100,5,7,25099,1,8,0,174
G_3_3_09_1,3,100,10,10,2,425,0,4,171,218
G_3_3_07_1,5,10,100,5,7,25099,1,8,0,152
G_3_3_07_3,8,1000,10,5,6,909,1,9,0,830
G_3_3_09_1,3,100,10,10,2,425,0,4,170,254
G_3_3_07_2,3,1000,10,50,4,822,0,4,18,696
G_3_3_07_1,5,10,100,5,7,25099,1,8,10,200
G_3_3_09_1,3,100,10,10,2,425,0,4,177,237
G_3_3_07_1,5,10,100,5,7,25099,1,8,0,161
G_3_3_07_1,5,10,100,5,7,25099,1,8,0,195
G_3_3_09_1,3,100,10,10,2,425,0,4,171,227
G_3_3_07_1,5,10,100,10,7,25099,1,8,0,196
G_3_3_09_1,3,100,10,10,2,425,0,4,180,228
G_3_3_07_3,8,1000,10,5,6,909,1,9,0,865
G_3_3_07_1,5,10,100,10,7,25099,1,8,0,177
G_3_3_09_1,3,100,10,10,2,425,0,4,180,230
G_3_3_07_1,5,10,100,10,7,25099,1,8,0,184
G_3_3_07_2,3,1000,10,50,4,822,0,4,32,800
G_3_3_09_1,3,100,10,10,2,425,0,4,179,224
G_3_3_07_1,5,10,100,10,7,25099,1,8,0,182
G_3_3_07_2,3,10,100,5,6,14745,0,4,39,180
G_3_3_09_1,3,100,10,10,2,425,0,4,180,240
G_3_3_07_1,5,10,100,10,7,25099,1,8,0,196
G_3_3_07_3,8,1000,10,5,6,909,1,9,0,834
G_3_3_07_2,3,10,100,5,6,14745,0,4,165,259
G_3_3_07_1,5,10,100,10,7,25099,1,8,0,177
G_3_3_09_1,3,100,10,10,2,425,0,4,177,260
G_3_3_07_2,3,10,100,5,6,14745,0,4,43,175
G_3_3_07_1,5,10,100,10,7,25099,1,8,0,194
G_3_3_07_2,3,10,100,5,6,14745,0,4,40,177
G_3_3_09_1,3,100,10,10,2,425,0,4,177,267
G_3_3_07_1,5,10,100,10,7,25099,1,8,0,189
G_3_3_07_2,3,10,100,5,6,14745,0,4,26,166
G_3_3_07_1,5,10,100,10,7,25099,1,8,6,185
G_3_3_07_2,3,10,100,5,6,14745,0,4,13,156
G_3_3_07_2,3,10,100,5,6,14745,0,4,15,154
G_3_3_07_3,8,1000,10,5,6,909,1,9,0,906
G_3_3_09_1,3,100,10,50,2,425,0,4,299,435
G_3_3_07_1,5,10,100,10,7,25099,1,8,0,199
G_3_3_07_2,3,10,100,5,6,14745,0,4,19,172
G_3_3_07_2,3,10,100,5,6,14745,0,4,17,162
G_3_3_07_1,5,10,100,50,7,25099,1,8,0,311
G_3_3_09_1,3,100,10,50,2,425,0,4,300,456
G_3_3_07_2,3,10,100,5,6,14745,0,4,18,163
G_3_3_07_1,5,10,100,50,7,25099,1,8,0,295
G_3_3_07_2,3,10,100,10,6,14745,0,4,22,183
G_3_3_07_3,8,1000,10,5,6,909,1,9,1,842
G_3_3_07_2,3,10,100,10,6,14745,0,4,22,190
G_3_3_09_1,3,100,10,50,2,425,0,4,299,443
G_3_3_07_1,5,10,100,50,7,25099,1,8,0,303
G_3_3_07_2,3,10,100,10,6,14745,0,4,5,178
G_3_3_07_2,3,10,100,10,6,14745,0,4,19,179
G_3_3_07_1,5,10,100,50,7,25099,1,8,0,312
G_3_3_09_1,3,100,10,50,2,425,0,4,300,448
G_3_3_07_2,3,10,100,10,6,14745,0,4,44,197
G_3_3_07_1,5,10,100,50,7,25099,1,8,0,310
G_3_3_07_2,3,10,100,10,6,14745,0,4,26,183
G_3_3_07_3,8,1000,10,5,6,909,1,9,0,903
G_3_3_09_1,3,100,10,50,2,425,0,4,299,424
G_3_3_07_2,3,10,100,10,6,14745,0,4,36,208
G_3_3_07_1,5,10,100,50,7,25099,1,8,0,294
G_3_3_07_2,3,10,100,10,6,14745,0,4,8,174
G_3_3_09_1,3,100,10,50,2,425,0,4,300,428
G_3_3_07_2,3,10,100,10,6,14745,0,4,10,181
G_3_3_07_1,5,10,100,50,7,25099,1,8,0,305
G_3_3_09_2,3,10,10,5,2,464,0,4,72,119
G_3_3_07_3,8,1000,10,5,6,909,1,9,0,742
G_3_3_07_2,3,10,100,10,6,14745,0,4,13,176
G_3_3_09_2,3,10,10,5,2,464,0,4,77,171
G_3_3_07_1,5,10,100,50,7,25099,1,8,0,292
G_3_3_09_2,3,10,10,5,2,464,0,4,50,123
G_3_3_09_1,3,100,10,50,2,425,0,4,300,419
G_3_3_09_2,3,10,10,5,2,464,0,4,41,112
G_3_3_07_2,3,10,100,50,6,14745,0,4,15,317
G_3_3_09_2,3,10,10,5,2,464,0,4,86,132
G_3_3_07_1,5,10,100,50,7,25099,1,8,0,280
G_3_3_09_2,3,10,10,5,2,464,0,4,81,147
G_3_3_07_2,3,10,100,50,6,14745,0,4,12,317
G_3_3_09_2,3,10,10,5,2,464,0,4,51,103
G_3_3_09_1,3,100,10,50,2,425,0,4,300,430
G_3_3_07_1,5,10,100,50,7,25099,1,8,0,305
G_3_3_07_3,8,1000,10,10,6,909,1,9,0,878
G_3_3_09_2,3,10,10,5,2,464,0,4,102,147
G_3_3_07_2,3,10,100,50,6,14745,0,4,13,323
G_3_3_09_2,3,10,10,5,2,464,0,4,103,157
G_3_3_09_2,3,10,10,5,2,464,0,4,103,141
G_3_3_09_1,3,100,10,50,2,425,0,4,299,429
G_3_3_07_1,5,100,100,5,7,25099,1,8,53,534
G_3_3_07_2,3,10,100,50,6,14745,0,4,18,333
G_3_3_09_2,3,10,10,10,2,464,0,4,127,153
G_3_3_07_1,5,100,100,5,7,25099,1,8,2,165
G_3_3_09_2,3,10,10,10,2,464,0,4,125,161
G_3_3_07_2,3,10,100,50,6,14745,0,4,33,325
G_3_3_09_2,3,10,10,10,2,464,0,4,116,145
G_3_3_09_1,3,100,10,50,2,425,0,4,299,433
G_3_3_07_3,8,1000,10,10,6,909,1,9,0,900
G_3_3_09_2,3,10,10,10,2,464,0,4,141,173
G_3_3_07_2,3,10,100,50,6,14745,0,4,23,339
G_3_3_07_1,5,100,100,5,7,25099,1,41,396,520
G_3_3_09_2,3,10,10,10,2,464,0,4,118,158
G_3_3_09_2,3,10,10,10,2,464,0,4,119,146
G_3_3_09_1,3,1000,10,5,2,425,0,4,159,469
G_3_3_07_1,5,100,100,5,7,25099,1,8,24,176
G_3_3_07_2,3,10,100,50,6,14745,0,4,19,311
G_3_3_09_2,3,10,10,10,2,464,0,4,114,168
G_3_3_07_1,5,100,100,5,7,25099,1,8,0,207
G_3_3_09_1,3,1000,10,5,2,425,0,2,57,180
G_3_3_09_2,3,10,10,10,2,464,0,4,123,161
G_3_3_07_3,8,1000,10,10,6,909,1,9,0,769
G_3_3_07_2,3,10,100,50,6,14745,0,4,39,367
G_3_3_09_2,3,10,10,10,2,464,0,4,124,165
G_3_3_07_1,5,100,100,5,7,25099,1,12,86,388
G_3_3_09_2,3,10,10,10,2,464,0,4,118,164
G_3_3_09_1,3,1000,10,5,2,425,0,4,165,533
G_3_3_07_2,3,10,100,50,6,14745,0,4,36,335
G_3_3_07_1,5,100,100,5,7,25099,1,8,2,200
G_3_3_09_2,3,10,10,50,2,464,0,4,242,313
G_3_3_07_1,5,100,100,5,7,25099,1,21,91,256
G_3_3_07_2,3,10,100,50,6,14745,0,4,15,313
G_3_3_07_3,8,1000,10,10,6,909,1,9,0,821
G_3_3_09_2,3,10,10,50,2,464,0,4,232,313
G_3_3_09_1,3,1000,10,5,2,425,0,4,165,465
G_3_3_07_2,3,100,100,5,6,14745,0,4,56,177
G_3_3_07_1,5,100,100,5,7,25099,1,8,40,276
G_3_3_07_2,3,100,100,5,6,14745,0,5,82,197
G_3_3_09_2,3,10,10,50,2,464,0,4,236,295
G_3_3_07_1,5,100,100,5,7,25099,1,8,35,224
G_3_3_09_1,3,1000,10,5,2,425,0,4,165,414
G_3_3_07_2,3,100,100,5,6,14745,0,5,117,284
G_3_3_09_2,3,10,10,50,2,464,0,4,241,303
G_3_3_07_1,5,100,100,10,7,25099,1,8,0,259
G_3_3_07_3,8,1000,10,10,6,909,1,9,0,758
G_3_3_07_2,3,100,100,5,6,14745,0,4,133,238
G_3_3_07_1,5,100,100,10,7,25099,1,8,0,221
G_3_3_09_2,3,10,10,50,2,464,0,4,243,273
G_3_3_07_2,3,100,100,5,6,14745,0,4,106,220
G_3_3_09_1,3,1000,10,5,2,425,0,4,153,586
G_3_3_07_1,5,100,100,10,7,25099,1,8,0,215
G_3_3_09_2,3,10,10,50,2,464,0,4,212,278
G_3_3_07_2,3,100,100,5,6,14745,0,4,97,207
G_3_3_07_1,5,100,100,10,7,25099,1,8,0,196
G_3_3_09_2,3,10,10,50,2,464,0,4,231,284
G_3_3_07_3,8,1000,10,10,6,909,1,9,0,695
G_3_3_07_2,3,100,100,5,6,14745,0,5,120,224
G_3_3_07_1,5,100,100,10,7,25099,1,8,0,197
G_3_3_09_1,3,1000,10,5,2,425,0,4,165,481
G_3_3_09_2,3,10,10,50,2,464,0,4,264,314
G_3_3_07_2,3,100,100,5,6,14745,0,4,130,240
G_3_3_07_1,5,100,100,10,7,25099,1,8,0,205
G_3_3_07_1,5,100,100,10,7,25099,1,8,0,191
G_3_3_09_1,3,1000,10,5,2,425,0,4,156,405
G_3_3_07_2,3,100,100,5,6,14745,0,4,96,235
G_3_3_09_2,3,10,10,50,2,464,0,4,224,283
G_3_3_07_1,5,100,100,10,7,25099,1,8,0,218
G_3_3_07_3,8,1000,10,10,6,909,1,9,0,759
G_3_3_07_2,3,100,100,5,6,14745,0,5,141,280
G_3_3_09_2,3,10,10,50,2,464,0,4,231,310
G_3_3_09_1,3,1000,10,5,2,425,0,4,153,354
G_3_3_07_1,5,100,100,10,7,25099,1,8,44,252
G_3_3_07_2,3,100,100,10,6,14745,0,4,9,158
G_3_3_09_2,3,100,10,5,2,464,0,4,156,202
G_3_3_07_1,5,100,100,10,7,25099,1,8,32,248
G_3_3_07_2,3,100,100,10,6,14745,0,4,111,278
G_3_3_09_2,3,100,10,5,2,464,0,4,165,250
G_3_3_09_1,3,1000,10,5,2,425,0,4,147,470
G_3_3_07_2,3,100,100,10,6,14745,0,4,10,166
G_3_3_07_3,8,1000,10,10,6,909,1,9,0,767
G_3_3_09_2,3,100,10,5,2,464,0,4,159,245
